timestamp_ms,found,x,y
1777283668209,1,82,184
1777283668244,1,82,184
1777283668276,1,82,184
1777283668309,1,82,184
1777283668344,1,82,184
1777283668376,1,82,183
1777283668409,1,82,183
1777283668444,1,82,183
1777283668476,1,82,184
1777283668509,1,82,184
1777283668544,1,82,183
1777283668576,1,82,183
1777283668610,1,82,183
1777283668644,1,82,184
1777283668676,1,82,184
1777283668709,1,82,184
1777283668744,1,82,184
1777283668776,1,82,183
1777283668809,1,82,183
1777283668842,1,82,183
1777283668875,1,82,183
1777283668909,1,82,184
1777283668944,1,82,184
1777283668976,1,82,183
1777283669009,1,82,183
1777283669049,1,82,183
